#
# Mean: -8.29743948e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.29743948e-03       7.998164e-06
      2              500       -8.29743948e-03       9.832151e-06
      5              200       -8.29743948e-03       1.128777e-05
     10              100       -8.29743948e-03       1.316689e-05
     20               50       -8.29743948e-03       1.359512e-05
     50               20       -8.29743948e-03       1.487811e-05
    100               10       -8.29743948e-03       1.763762e-05
    200                5       -8.29743948e-03       2.067661e-05
    300                3       -8.29959464e-03       1.684372e-05
    400                2       -8.29464153e-03       2.403254e-05
# Stocahstic error estimate: 1.359512e-05
#
