#
# Mean: -2.43892380e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43892380e-02       8.836131e-08
      2              500       -2.43892380e-02       1.185094e-07
      5              200       -2.43892380e-02       1.691138e-07
     10              100       -2.43892380e-02       2.135851e-07
     20               50       -2.43892380e-02       2.370612e-07
     50               20       -2.43892380e-02       2.995107e-07
    100               10       -2.43892380e-02       3.660103e-07
    200                5       -2.43892380e-02       3.753168e-07
    300                3       -2.43892428e-02       5.235964e-07
    400                2       -2.43893796e-02       3.286295e-07
# Stocahstic error estimate: 3.753168e-07
#
