#
# Mean: -7.84945823e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.84945823e-02       2.616909e-06
      2              500       -7.84945823e-02       3.376474e-06
      5              200       -7.84945823e-02       4.466791e-06
     10              100       -7.84945823e-02       4.970471e-06
     20               50       -7.84945823e-02       4.871508e-06
     50               20       -7.84945823e-02       6.409701e-06
    100               10       -7.84945823e-02       6.421997e-06
    200                5       -7.84945823e-02       5.420756e-06
    300                3       -7.84935983e-02       7.084517e-07
    400                2       -7.84915618e-02       9.724067e-06
# Stocahstic error estimate: 4.970471e-06
#
