#
# Mean: 5.77862905e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.77862905e-01       9.547709e-05
      2              500       5.77862905e-01       1.175944e-04
      5              200       5.77862905e-01       1.512322e-04
     10              100       5.77862905e-01       1.559960e-04
     20               50       5.77862905e-01       1.487767e-04
     50               20       5.77862905e-01       1.579579e-04
    100               10       5.77862905e-01       1.819408e-04
    200                5       5.77862905e-01       1.446647e-04
    300                3       5.77800566e-01       1.944965e-04
    400                2       5.77951900e-01       1.784452e-04
# Stocahstic error estimate: 1.559960e-04
#
