#
# Mean: -7.97481915e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.97481915e-02       2.656356e-06
      2              500       -7.97481915e-02       3.110316e-06
      5              200       -7.97481915e-02       3.746249e-06
     10              100       -7.97481915e-02       4.145430e-06
     20               50       -7.97481915e-02       4.480750e-06
     50               20       -7.97481915e-02       4.318149e-06
    100               10       -7.97481915e-02       3.185863e-06
    200                5       -7.97481915e-02       2.808217e-06
    300                3       -7.97472028e-02       1.794946e-06
    400                2       -7.97467482e-02       4.474640e-06
# Stocahstic error estimate: 4.480750e-06
#
