#
# Mean: -8.25371273e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.25371273e-03       8.542217e-06
      2              500       -8.25371273e-03       9.968693e-06
      5              200       -8.25371273e-03       1.231312e-05
     10              100       -8.25371273e-03       1.409966e-05
     20               50       -8.25371273e-03       1.474121e-05
     50               20       -8.25371273e-03       1.466971e-05
    100               10       -8.25371273e-03       1.839693e-05
    200                5       -8.25371273e-03       1.925669e-05
    300                3       -8.25858672e-03       3.824382e-06
    400                2       -8.26591548e-03       2.815492e-05
# Stocahstic error estimate: 1.474121e-05
#
