#
# Mean: -2.16230854e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.16230854e-02       1.040021e-07
      2              500       -2.16230854e-02       1.372609e-07
      5              200       -2.16230854e-02       1.967337e-07
     10              100       -2.16230854e-02       2.423922e-07
     20               50       -2.16230854e-02       2.974053e-07
     50               20       -2.16230854e-02       3.850313e-07
    100               10       -2.16230854e-02       5.173285e-07
    200                5       -2.16230854e-02       6.804327e-07
    300                3       -2.16231151e-02       8.446569e-07
    400                2       -2.16233783e-02       1.219059e-06
