#
# Mean: -8.25826992e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.25826992e-03       8.291305e-06
      2              500       -8.25826992e-03       9.668250e-06
      5              200       -8.25826992e-03       1.186207e-05
     10              100       -8.25826992e-03       1.254243e-05
     20               50       -8.25826992e-03       1.158801e-05
     50               20       -8.25826992e-03       1.184285e-05
    100               10       -8.25826992e-03       1.488340e-05
    200                5       -8.25826992e-03       2.110766e-05
    300                3       -8.25475608e-03       1.097275e-05
    400                2       -8.24654067e-03       2.443470e-05
# Stocahstic error estimate: 1.254243e-05
#
