#
# Mean: -1.52164492e-01
# Block size    # of blocks         Mean                Error
      1             1000       -1.52164492e-01       3.578309e-06
      2              500       -1.52164492e-01       4.272352e-06
      5              200       -1.52164492e-01       5.080211e-06
     10              100       -1.52164492e-01       5.154798e-06
     20               50       -1.52164492e-01       4.994590e-06
     50               20       -1.52164492e-01       4.593257e-06
    100               10       -1.52164492e-01       5.217240e-06
    200                5       -1.52164492e-01       5.936554e-06
    300                3       -1.52162614e-01       4.775618e-06
    400                2       -1.52161772e-01       1.358142e-05
# Stocahstic error estimate: 5.154798e-06
#
