#
# Mean: -1.97143808e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97143808e-02       9.035064e-08
      2              500       -1.97143808e-02       1.228562e-07
      5              200       -1.97143808e-02       1.822697e-07
     10              100       -1.97143808e-02       2.379199e-07
     20               50       -1.97143808e-02       2.975889e-07
     50               20       -1.97143808e-02       3.698576e-07
    100               10       -1.97143808e-02       3.364158e-07
    200                5       -1.97143808e-02       1.346115e-07
    300                3       -1.97143811e-02       2.853310e-07
    400                2       -1.97144779e-02       9.795462e-08
# Stocahstic error estimate: 3.698576e-07
#
