#
# Mean: -1.96591263e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.96591263e-02       9.986584e-08
      2              500       -1.96591263e-02       1.345225e-07
      5              200       -1.96591263e-02       1.938821e-07
     10              100       -1.96591263e-02       2.472241e-07
     20               50       -1.96591263e-02       3.074082e-07
     50               20       -1.96591263e-02       3.783319e-07
    100               10       -1.96591263e-02       4.628426e-07
    200                5       -1.96591263e-02       6.366739e-07
    300                3       -1.96591513e-02       7.641226e-07
    400                2       -1.96591767e-02       2.075485e-07
# Stocahstic error estimate: 7.641226e-07
#
