#
# Mean: -7.72051744e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.72051744e-03       5.733905e-08
      2              500       -7.72051744e-03       7.202457e-08
      5              200       -7.72051744e-03       9.186044e-08
     10              100       -7.72051744e-03       1.053528e-07
     20               50       -7.72051744e-03       1.177995e-07
     50               20       -7.72051744e-03       1.275576e-07
    100               10       -7.72051744e-03       7.673930e-08
    200                5       -7.72051744e-03       3.377872e-08
    300                3       -7.72055962e-03       1.841041e-08
    400                2       -7.72052568e-03       8.275578e-09
# Stocahstic error estimate: 1.275576e-07
#
