#
# Mean: -4.59085294e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59085294e-02       4.027769e-07
      2              500       -4.59085294e-02       5.497171e-07
      5              200       -4.59085294e-02       8.166941e-07
     10              100       -4.59085294e-02       1.094640e-06
     20               50       -4.59085294e-02       1.410518e-06
     50               20       -4.59085294e-02       1.813623e-06
    100               10       -4.59085294e-02       1.722082e-06
    200                5       -4.59085294e-02       1.515459e-06
    300                3       -4.59092088e-02       2.803332e-06
    400                2       -4.59086622e-02       2.147389e-06
# Stocahstic error estimate: 1.813623e-06
#
