#
# Mean: -1.45758797e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.45758797e-02       2.025978e-07
      2              500       -1.45758797e-02       2.580488e-07
      5              200       -1.45758797e-02       3.416842e-07
     10              100       -1.45758797e-02       3.951242e-07
     20               50       -1.45758797e-02       4.681309e-07
     50               20       -1.45758797e-02       5.184715e-07
    100               10       -1.45758797e-02       5.258866e-07
    200                5       -1.45758797e-02       5.313105e-07
    300                3       -1.45755979e-02       6.773364e-08
    400                2       -1.45757799e-02       2.175034e-07
# Stocahstic error estimate: 5.258866e-07
#
