#
# Mean: -5.51833492e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.51833492e-02       8.313585e-07
      2              500       -5.51833492e-02       1.026340e-06
      5              200       -5.51833492e-02       1.280196e-06
     10              100       -5.51833492e-02       1.450794e-06
     20               50       -5.51833492e-02       1.614887e-06
     50               20       -5.51833492e-02       1.627899e-06
    100               10       -5.51833492e-02       1.683258e-06
    200                5       -5.51833492e-02       1.121813e-06
    300                3       -5.51831354e-02       9.841888e-07
    400                2       -5.51827930e-02       5.143259e-07
# Stocahstic error estimate: 1.627899e-06
#
