#
# Mean: -1.74577778e-01
# Block size    # of blocks         Mean                Error
      1             1000       -1.74577778e-01       2.215412e-04
      2              500       -1.74577778e-01       2.654947e-04
      5              200       -1.74577778e-01       3.082714e-04
     10              100       -1.74577778e-01       3.333585e-04
     20               50       -1.74577778e-01       2.809057e-04
     50               20       -1.74577778e-01       3.519259e-04
    100               10       -1.74577778e-01       3.178167e-04
    200                5       -1.74577778e-01       2.495470e-04
    300                3       -1.74469363e-01       3.699489e-04
    400                2       -1.74431181e-01       1.972447e-04
# Stocahstic error estimate: 3.333585e-04
#
