#
# Mean: -1.97725151e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97725151e-02       7.299788e-08
      2              500       -1.97725151e-02       9.986921e-08
      5              200       -1.97725151e-02       1.450768e-07
     10              100       -1.97725151e-02       1.888425e-07
     20               50       -1.97725151e-02       2.281863e-07
     50               20       -1.97725151e-02       2.661452e-07
    100               10       -1.97725151e-02       2.566496e-07
    200                5       -1.97725151e-02       3.265133e-07
    300                3       -1.97726982e-02       2.860350e-07
    400                2       -1.97727267e-02       5.873380e-07
# Stocahstic error estimate: 2.661452e-07
#
