#
# Mean: 5.69092926e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69092926e-01       2.104068e-05
      2              500       5.69092926e-01       2.464940e-05
      5              200       5.69092926e-01       3.058846e-05
     10              100       5.69092926e-01       3.161131e-05
     20               50       5.69092926e-01       3.272462e-05
     50               20       5.69092926e-01       3.229864e-05
    100               10       5.69092926e-01       3.352386e-05
    200                5       5.69092926e-01       1.748892e-05
    300                3       5.69087946e-01       3.361577e-05
    400                2       5.69081206e-01       2.093395e-05
# Stocahstic error estimate: 3.161131e-05
#
