#
# Mean: -3.18837475e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18837475e-02       1.083673e-07
      2              500       -3.18837475e-02       1.470301e-07
      5              200       -3.18837475e-02       2.148031e-07
     10              100       -3.18837475e-02       2.779804e-07
     20               50       -3.18837475e-02       3.154456e-07
     50               20       -3.18837475e-02       3.541001e-07
    100               10       -3.18837475e-02       3.473460e-07
    200                5       -3.18837475e-02       3.903779e-07
    300                3       -3.18838314e-02       2.690365e-07
    400                2       -3.18839935e-02       2.337536e-07
# Stocahstic error estimate: 3.541001e-07
#
