#
# Mean: 2.67574461e-02
# Block size    # of blocks         Mean                Error
      1             1000       2.67574461e-02       5.081725e-05
      2              500       2.67574461e-02       6.330322e-05
      5              200       2.67574461e-02       7.868892e-05
     10              100       2.67574461e-02       9.218906e-05
     20               50       2.67574461e-02       9.294890e-05
     50               20       2.67574461e-02       7.889913e-05
    100               10       2.67574461e-02       9.854421e-05
    200                5       2.67574461e-02       1.224769e-04
    300                3       2.67383219e-02       5.876259e-05
    400                2       2.67000321e-02       9.489523e-05
# Stocahstic error estimate: 9.294890e-05
#
