#
# Mean: 5.69070894e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69070894e-01       2.352753e-05
      2              500       5.69070894e-01       2.843711e-05
      5              200       5.69070894e-01       3.397693e-05
     10              100       5.69070894e-01       3.993505e-05
     20               50       5.69070894e-01       4.390820e-05
     50               20       5.69070894e-01       4.344227e-05
    100               10       5.69070894e-01       4.262266e-05
    200                5       5.69070894e-01       3.842870e-05
    300                3       5.69090957e-01       4.168532e-05
    400                2       5.69083888e-01       4.379227e-05
# Stocahstic error estimate: 4.390820e-05
#
