#
# Mean: -5.51326694e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.51326694e-02       1.010631e-06
      2              500       -5.51326694e-02       1.280288e-06
      5              200       -5.51326694e-02       1.683536e-06
     10              100       -5.51326694e-02       1.906003e-06
     20               50       -5.51326694e-02       2.119872e-06
     50               20       -5.51326694e-02       1.893707e-06
    100               10       -5.51326694e-02       2.384854e-06
    200                5       -5.51326694e-02       1.707588e-06
    300                3       -5.51333115e-02       8.906042e-07
    400                2       -5.51332589e-02       3.189435e-06
# Stocahstic error estimate: 2.119872e-06
#
