#
# Mean: 5.74401819e-01
# Block size    # of blocks         Mean                Error
      1            10000       5.74401819e-01       3.284543e-05
      2             5000       5.74401819e-01       3.945635e-05
      5             2000       5.74401819e-01       4.722341e-05
     10             1000       5.74401819e-01       4.983134e-05
     20              500       5.74401819e-01       5.161175e-05
     50              200       5.74401819e-01       5.448062e-05
    100              100       5.74401819e-01       5.958119e-05
    200               50       5.74401819e-01       5.525578e-05
    300               33       5.74410709e-01       5.868126e-05
    400               25       5.74401819e-01       5.498347e-05
    500               20       5.74401819e-01       6.107885e-05
   1000               10       5.74401819e-01       7.200802e-05
# Stocahstic error estimate: 5.161175e-05
#
