#
# Mean: -4.62791670e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62791670e-02       1.956002e-07
      2              500       -4.62791670e-02       2.614940e-07
      5              200       -4.62791670e-02       3.774793e-07
     10              100       -4.62791670e-02       4.841681e-07
     20               50       -4.62791670e-02       6.162632e-07
     50               20       -4.62791670e-02       7.428421e-07
    100               10       -4.62791670e-02       6.551673e-07
    200                5       -4.62791670e-02       8.308890e-07
    300                3       -4.62794519e-02       7.593876e-07
    400                2       -4.62798355e-02       5.824392e-07
# Stocahstic error estimate: 7.428421e-07
#
