#
# Mean: -5.25897446e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.25897446e-02       1.918880e-06
      2              500       -5.25897446e-02       2.469939e-06
      5              200       -5.25897446e-02       3.373354e-06
     10              100       -5.25897446e-02       3.980234e-06
     20               50       -5.25897446e-02       4.153918e-06
     50               20       -5.25897446e-02       4.542318e-06
    100               10       -5.25897446e-02       4.754821e-06
    200                5       -5.25897446e-02       5.776571e-06
    300                3       -5.25899463e-02       6.795973e-06
    400                2       -5.25865426e-02       8.345332e-06
# Stocahstic error estimate: 4.153918e-06
#
