#
# Mean: -5.33757125e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.33757125e-02       5.705622e-06
      2              500       -5.33757125e-02       7.195189e-06
      5              200       -5.33757125e-02       9.286852e-06
     10              100       -5.33757125e-02       1.103439e-05
     20               50       -5.33757125e-02       1.234468e-05
     50               20       -5.33757125e-02       1.327112e-05
    100               10       -5.33757125e-02       1.257384e-05
    200                5       -5.33757125e-02       1.963137e-05
    300                3       -5.33770392e-02       2.782242e-05
    400                2       -5.33784639e-02       1.048495e-05
# Stocahstic error estimate: 1.327112e-05
#
