#
# Mean: -4.65650767e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.65650767e-02       6.346466e-07
      2              500       -4.65650767e-02       8.162734e-07
      5              200       -4.65650767e-02       1.059277e-06
     10              100       -4.65650767e-02       1.230073e-06
     20               50       -4.65650767e-02       1.435460e-06
     50               20       -4.65650767e-02       1.199268e-06
    100               10       -4.65650767e-02       7.608822e-07
    200                5       -4.65650767e-02       7.339641e-07
    300                3       -4.65652680e-02       9.131664e-07
    400                2       -4.65652865e-02       5.742882e-07
# Stocahstic error estimate: 1.435460e-06
#
