#
# Mean: -3.24341015e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.24341015e-02       3.305734e-07
      2              500       -3.24341015e-02       4.285965e-07
      5              200       -3.24341015e-02       5.799143e-07
     10              100       -3.24341015e-02       6.829470e-07
     20               50       -3.24341015e-02       8.262838e-07
     50               20       -3.24341015e-02       7.205091e-07
    100               10       -3.24341015e-02       5.399888e-07
    200                5       -3.24341015e-02       4.960996e-07
    300                3       -3.24337997e-02       6.496984e-07
    400                2       -3.24337613e-02       8.120105e-07
# Stocahstic error estimate: 8.262838e-07
#
