#
# Mean: -1.98259631e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98259631e-02       2.050591e-07
      2              500       -1.98259631e-02       2.642550e-07
      5              200       -1.98259631e-02       3.557740e-07
     10              100       -1.98259631e-02       4.434882e-07
     20               50       -1.98259631e-02       5.495746e-07
     50               20       -1.98259631e-02       7.196830e-07
    100               10       -1.98259631e-02       5.790033e-07
    200                5       -1.98259631e-02       5.708449e-07
    300                3       -1.98260726e-02       7.304887e-07
    400                2       -1.98261150e-02       3.131076e-08
# Stocahstic error estimate: 7.196830e-07
#
