#
# Mean: -8.02912282e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.02912282e-03       1.047742e-05
      2              500       -8.02912282e-03       1.280062e-05
      5              200       -8.02912282e-03       1.560591e-05
     10              100       -8.02912282e-03       1.625667e-05
     20               50       -8.02912282e-03       1.597129e-05
     50               20       -8.02912282e-03       1.730782e-05
    100               10       -8.02912282e-03       2.090047e-05
    200                5       -8.02912282e-03       2.531692e-05
    300                3       -8.03257398e-03       2.809340e-05
    400                2       -8.02643528e-03       3.750313e-05
# Stocahstic error estimate: 1.625667e-05
#
