#
# Mean: -1.97712923e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97712923e-02       8.012987e-08
      2              500       -1.97712923e-02       1.095599e-07
      5              200       -1.97712923e-02       1.628455e-07
     10              100       -1.97712923e-02       2.124744e-07
     20               50       -1.97712923e-02       2.727883e-07
     50               20       -1.97712923e-02       2.764394e-07
    100               10       -1.97712923e-02       3.123883e-07
    200                5       -1.97712923e-02       2.895261e-07
    300                3       -1.97713212e-02       1.156835e-07
    400                2       -1.97714989e-02       1.407281e-07
# Stocahstic error estimate: 2.764394e-07
#
