#
# Mean: -1.97223316e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97223316e-02       8.695119e-08
      2              500       -1.97223316e-02       1.155926e-07
      5              200       -1.97223316e-02       1.632413e-07
     10              100       -1.97223316e-02       2.054070e-07
     20               50       -1.97223316e-02       2.533832e-07
     50               20       -1.97223316e-02       2.557508e-07
    100               10       -1.97223316e-02       2.061338e-07
    200                5       -1.97223316e-02       2.453375e-07
    300                3       -1.97223591e-02       3.395125e-07
    400                2       -1.97224000e-02       1.397881e-07
# Stocahstic error estimate: 2.557508e-07
#
