#
# Mean: -1.45187449e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.45187449e-02       3.314480e-07
      2              500       -1.45187449e-02       4.159722e-07
      5              200       -1.45187449e-02       5.302747e-07
     10              100       -1.45187449e-02       6.206997e-07
     20               50       -1.45187449e-02       7.017041e-07
     50               20       -1.45187449e-02       8.532446e-07
    100               10       -1.45187449e-02       1.070638e-06
    200                5       -1.45187449e-02       9.551448e-07
    300                3       -1.45188066e-02       1.082129e-06
    400                2       -1.45186426e-02       6.468193e-07
# Stocahstic error estimate: 1.070638e-06
#
