#
# Mean: -2.07197093e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.07197093e-01       2.267088e-04
      2              500       -2.07197093e-01       2.527147e-04
      5              200       -2.07197093e-01       2.783824e-04
     10              100       -2.07197093e-01       3.025616e-04
     20               50       -2.07197093e-01       2.907846e-04
     50               20       -2.07197093e-01       2.988555e-04
    100               10       -2.07197093e-01       4.075872e-04
    200                5       -2.07197093e-01       2.250777e-04
    300                3       -2.07094745e-01       2.472877e-04
    400                2       -2.07147175e-01       4.271831e-04
# Stocahstic error estimate: 3.025616e-04
#
