#
# Mean: -4.96821282e-03
# Block size    # of blocks         Mean                Error
      1             1000       -4.96821282e-03       7.442832e-08
      2              500       -4.96821282e-03       9.971761e-08
      5              200       -4.96821282e-03       1.446474e-07
     10              100       -4.96821282e-03       1.833220e-07
     20               50       -4.96821282e-03       2.325490e-07
     50               20       -4.96821282e-03       2.739645e-07
    100               10       -4.96821282e-03       2.630228e-07
    200                5       -4.96821282e-03       2.298804e-07
    300                3       -4.96834618e-03       2.061309e-08
    400                2       -4.96830390e-03       2.367741e-07
# Stocahstic error estimate: 2.739645e-07
#
