#
# Mean: -2.43442557e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43442557e-02       1.216893e-07
      2              500       -2.43442557e-02       1.656592e-07
      5              200       -2.43442557e-02       2.406751e-07
     10              100       -2.43442557e-02       3.132896e-07
     20               50       -2.43442557e-02       3.939526e-07
     50               20       -2.43442557e-02       5.527823e-07
    100               10       -2.43442557e-02       6.358140e-07
    200                5       -2.43442557e-02       8.084698e-07
    300                3       -2.43442815e-02       7.149445e-07
    400                2       -2.43441576e-02       3.125898e-07
# Stocahstic error estimate: 8.084698e-07
#
