#
# Mean: -1.84137516e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.84137516e-02       3.923526e-07
      2              500       -1.84137516e-02       5.181284e-07
      5              200       -1.84137516e-02       7.349084e-07
     10              100       -1.84137516e-02       9.190537e-07
     20               50       -1.84137516e-02       1.131868e-06
     50               20       -1.84137516e-02       1.473508e-06
    100               10       -1.84137516e-02       1.720104e-06
    200                5       -1.84137516e-02       2.193431e-06
    300                3       -1.84146189e-02       2.959058e-06
    400                2       -1.84148160e-02       3.046112e-06
# Stocahstic error estimate: 3.046112e-06
#
