#
# Mean: -3.13451847e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.13451847e-02       2.866853e-07
      2              500       -3.13451847e-02       3.917462e-07
      5              200       -3.13451847e-02       5.731581e-07
     10              100       -3.13451847e-02       7.511876e-07
     20               50       -3.13451847e-02       9.697869e-07
     50               20       -3.13451847e-02       1.451043e-06
    100               10       -3.13451847e-02       1.980594e-06
    200                5       -3.13451847e-02       3.018315e-06
    300                3       -3.13439014e-02       3.080929e-06
    400                2       -3.13429107e-02       3.993231e-06
# Stocahstic error estimate: 3.080929e-06
#
