#
# Mean: -3.23351871e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.23351871e-02       6.274041e-07
      2              500       -3.23351871e-02       7.912692e-07
      5              200       -3.23351871e-02       1.046861e-06
     10              100       -3.23351871e-02       1.237591e-06
     20               50       -3.23351871e-02       1.254974e-06
     50               20       -3.23351871e-02       1.229443e-06
    100               10       -3.23351871e-02       1.532216e-06
    200                5       -3.23351871e-02       2.056056e-06
    300                3       -3.23354111e-02       1.563639e-06
    400                2       -3.23350002e-02       2.805344e-07
# Stocahstic error estimate: 1.254974e-06
#
