#
# Mean: -1.43193924e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.43193924e-02       5.928908e-07
      2              500       -1.43193924e-02       7.588677e-07
      5              200       -1.43193924e-02       1.030730e-06
     10              100       -1.43193924e-02       1.212774e-06
     20               50       -1.43193924e-02       1.361551e-06
     50               20       -1.43193924e-02       1.292134e-06
    100               10       -1.43193924e-02       1.662918e-06
    200                5       -1.43193924e-02       1.113142e-06
    300                3       -1.43188960e-02       3.904702e-07
    400                2       -1.43192054e-02       2.321314e-06
# Stocahstic error estimate: 1.361551e-06
#
