#
# Mean: -7.27111779e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.27111779e-03       1.284194e-07
      2              500       -7.27111779e-03       1.709503e-07
      5              200       -7.27111779e-03       2.446398e-07
     10              100       -7.27111779e-03       3.114617e-07
     20               50       -7.27111779e-03       3.533738e-07
     50               20       -7.27111779e-03       4.287408e-07
    100               10       -7.27111779e-03       4.504692e-07
    200                5       -7.27111779e-03       5.221646e-07
    300                3       -7.27109461e-03       7.759945e-07
    400                2       -7.27143341e-03       6.165986e-08
# Stocahstic error estimate: 7.759945e-07
#
