#
# Mean: -7.98417301e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.98417301e-02       1.987298e-06
      2              500       -7.98417301e-02       2.408527e-06
      5              200       -7.98417301e-02       2.949974e-06
     10              100       -7.98417301e-02       3.322418e-06
     20               50       -7.98417301e-02       3.145984e-06
     50               20       -7.98417301e-02       3.495569e-06
    100               10       -7.98417301e-02       3.829860e-06
    200                5       -7.98417301e-02       4.640886e-06
    300                3       -7.98440381e-02       2.214713e-06
    400                2       -7.98455216e-02       2.805484e-06
# Stocahstic error estimate: 3.322418e-06
#
