#
# Mean: -6.91331267e-03
# Block size    # of blocks         Mean                Error
      1             1000       -6.91331267e-03       2.306643e-07
      2              500       -6.91331267e-03       2.916641e-07
      5              200       -6.91331267e-03       3.917428e-07
     10              100       -6.91331267e-03       4.761542e-07
     20               50       -6.91331267e-03       5.227910e-07
     50               20       -6.91331267e-03       5.203860e-07
    100               10       -6.91331267e-03       5.670307e-07
    200                5       -6.91331267e-03       6.617613e-07
    300                3       -6.91361589e-03       6.326431e-07
    400                2       -6.91378629e-03       1.038345e-06
# Stocahstic error estimate: 5.227910e-07
#
