#
# Mean: -1.97952604e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97952604e-02       5.668205e-08
      2              500       -1.97952604e-02       7.666065e-08
      5              200       -1.97952604e-02       1.095767e-07
     10              100       -1.97952604e-02       1.415793e-07
     20               50       -1.97952604e-02       1.715327e-07
     50               20       -1.97952604e-02       1.997316e-07
    100               10       -1.97952604e-02       1.627605e-07
    200                5       -1.97952604e-02       2.081785e-07
    300                3       -1.97952392e-02       8.729529e-08
    400                2       -1.97952324e-02       4.944163e-07
# Stocahstic error estimate: 1.997316e-07
#
