#
# Mean: -7.88372922e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.88372922e-02       1.948903e-06
      2              500       -7.88372922e-02       2.510693e-06
      5              200       -7.88372922e-02       3.291421e-06
     10              100       -7.88372922e-02       3.731382e-06
     20               50       -7.88372922e-02       3.838613e-06
     50               20       -7.88372922e-02       3.480977e-06
    100               10       -7.88372922e-02       3.592966e-06
    200                5       -7.88372922e-02       3.167738e-06
    300                3       -7.88356821e-02       3.593358e-06
    400                2       -7.88354600e-02       4.812294e-07
# Stocahstic error estimate: 3.838613e-06
#
