#
# Mean: 5.69056834e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69056834e-01       3.026691e-05
      2              500       5.69056834e-01       3.511000e-05
      5              200       5.69056834e-01       4.408272e-05
     10              100       5.69056834e-01       4.476650e-05
     20               50       5.69056834e-01       4.082062e-05
     50               20       5.69056834e-01       4.222382e-05
    100               10       5.69056834e-01       5.310074e-05
    200                5       5.69056834e-01       6.495768e-05
    300                3       5.69067532e-01       8.938687e-05
    400                2       5.69052289e-01       1.797985e-04
# Stocahstic error estimate: 4.476650e-05
#
