#
# Mean: -7.86632744e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.86632744e-02       5.243857e-06
      2              500       -7.86632744e-02       6.418580e-06
      5              200       -7.86632744e-02       8.340898e-06
     10              100       -7.86632744e-02       9.212070e-06
     20               50       -7.86632744e-02       1.007914e-05
     50               20       -7.86632744e-02       1.064348e-05
    100               10       -7.86632744e-02       9.631568e-06
    200                5       -7.86632744e-02       4.929252e-06
    300                3       -7.86656798e-02       1.612889e-07
    400                2       -7.86674447e-02       3.459645e-06
# Stocahstic error estimate: 1.064348e-05
#
