#
# Mean: -7.98065798e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.98065798e-02       2.128006e-06
      2              500       -7.98065798e-02       2.579711e-06
      5              200       -7.98065798e-02       3.271499e-06
     10              100       -7.98065798e-02       3.575284e-06
     20               50       -7.98065798e-02       3.958892e-06
     50               20       -7.98065798e-02       3.481723e-06
    100               10       -7.98065798e-02       3.612730e-06
    200                5       -7.98065798e-02       3.097924e-06
    300                3       -7.98058238e-02       4.206093e-06
    400                2       -7.98070692e-02       6.967903e-06
# Stocahstic error estimate: 3.958892e-06
#
