#
# Mean: -1.02143549e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.02143549e-02       8.692553e-08
      2              500       -1.02143549e-02       1.128272e-07
      5              200       -1.02143549e-02       1.516989e-07
     10              100       -1.02143549e-02       1.757951e-07
     20               50       -1.02143549e-02       2.058325e-07
     50               20       -1.02143549e-02       2.342654e-07
    100               10       -1.02143549e-02       2.723710e-07
    200                5       -1.02143549e-02       2.479583e-07
    300                3       -1.02141756e-02       2.249859e-07
    400                2       -1.02142186e-02       4.533728e-07
# Stocahstic error estimate: 2.723710e-07
#
