#
# Mean: 1.81132636e-02
# Block size    # of blocks         Mean                Error
      1             1000       1.81132636e-02       1.756286e-05
      2              500       1.81132636e-02       2.137477e-05
      5              200       1.81132636e-02       2.511684e-05
     10              100       1.81132636e-02       2.795969e-05
     20               50       1.81132636e-02       2.910071e-05
     50               20       1.81132636e-02       2.752106e-05
    100               10       1.81132636e-02       2.151462e-05
    200                5       1.81132636e-02       2.926640e-05
    300                3       1.80982535e-02       7.325084e-06
    400                2       1.80885489e-02       2.534491e-05
# Stocahstic error estimate: 2.910071e-05
#
