#
# Mean: -8.29619319e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.29619319e-03       8.021467e-06
      2              500       -8.29619319e-03       9.191986e-06
      5              200       -8.29619319e-03       1.061374e-05
     10              100       -8.29619319e-03       1.152779e-05
     20               50       -8.29619319e-03       1.260955e-05
     50               20       -8.29619319e-03       1.093806e-05
    100               10       -8.29619319e-03       1.207537e-05
    200                5       -8.29619319e-03       6.547568e-06
    300                3       -8.30168255e-03       2.027132e-05
    400                2       -8.29541098e-03       3.107488e-06
# Stocahstic error estimate: 1.260955e-05
#
