#
# Mean: -2.44052655e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44052655e-02       7.340683e-08
      2              500       -2.44052655e-02       9.928517e-08
      5              200       -2.44052655e-02       1.439195e-07
     10              100       -2.44052655e-02       1.840721e-07
     20               50       -2.44052655e-02       2.270053e-07
     50               20       -2.44052655e-02       2.961733e-07
    100               10       -2.44052655e-02       3.192185e-07
    200                5       -2.44052655e-02       3.249244e-07
    300                3       -2.44053642e-02       4.502736e-07
    400                2       -2.44052660e-02       3.835002e-07
# Stocahstic error estimate: 3.249244e-07
#
