#
# Mean: -2.00003244e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.00003244e-01       7.937808e-05
      2              500       -2.00003244e-01       9.235636e-05
      5              200       -2.00003244e-01       1.046711e-04
     10              100       -2.00003244e-01       1.132638e-04
     20               50       -2.00003244e-01       1.256183e-04
     50               20       -2.00003244e-01       1.553287e-04
    100               10       -2.00003244e-01       1.413943e-04
    200                5       -2.00003244e-01       1.415170e-04
    300                3       -2.00014704e-01       2.243301e-04
    400                2       -1.99982882e-01       1.396701e-04
# Stocahstic error estimate: 1.553287e-04
#
