#
# Mean: -1.97902111e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97902111e-02       2.078427e-07
      2              500       -1.97902111e-02       2.645023e-07
      5              200       -1.97902111e-02       3.460809e-07
     10              100       -1.97902111e-02       3.977840e-07
     20               50       -1.97902111e-02       4.643165e-07
     50               20       -1.97902111e-02       5.002308e-07
    100               10       -1.97902111e-02       4.192092e-07
    200                5       -1.97902111e-02       5.823251e-07
    300                3       -1.97900576e-02       4.242430e-07
    400                2       -1.97899339e-02       1.382401e-06
# Stocahstic error estimate: 5.002308e-07
#
