#
# Mean: -7.97965314e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.97965314e-02       2.150461e-06
      2              500       -7.97965314e-02       2.633706e-06
      5              200       -7.97965314e-02       3.256924e-06
     10              100       -7.97965314e-02       3.419951e-06
     20               50       -7.97965314e-02       3.645759e-06
     50               20       -7.97965314e-02       3.481129e-06
    100               10       -7.97965314e-02       3.589161e-06
    200                5       -7.97965314e-02       4.222624e-06
    300                3       -7.97945803e-02       5.578190e-06
    400                2       -7.97947483e-02       4.416648e-06
# Stocahstic error estimate: 3.645759e-06
#
