#
# Mean: -8.45981575e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.45981575e-02       4.851083e-06
      2              500       -8.45981575e-02       5.885509e-06
      5              200       -8.45981575e-02       7.487607e-06
     10              100       -8.45981575e-02       7.965416e-06
     20               50       -8.45981575e-02       8.718449e-06
     50               20       -8.45981575e-02       9.554295e-06
    100               10       -8.45981575e-02       9.950899e-06
    200                5       -8.45981575e-02       1.126234e-05
    300                3       -8.46030927e-02       1.798785e-05
    400                2       -8.46034128e-02       1.078380e-05
# Stocahstic error estimate: 9.950899e-06
#
