#
# Mean: -8.62597537e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.62597537e-02       1.512728e-06
      2              500       -8.62597537e-02       1.917330e-06
      5              200       -8.62597537e-02       2.420395e-06
     10              100       -8.62597537e-02       2.612486e-06
     20               50       -8.62597537e-02       2.754619e-06
     50               20       -8.62597537e-02       3.070352e-06
    100               10       -8.62597537e-02       3.668272e-06
    200                5       -8.62597537e-02       3.038730e-06
    300                3       -8.62605641e-02       5.470080e-06
    400                2       -8.62606117e-02       6.195920e-07
# Stocahstic error estimate: 3.668272e-06
#
