#
# Mean: -2.28977128e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.28977128e-01       5.843849e-05
      2              500       -2.28977128e-01       6.223474e-05
      5              200       -2.28977128e-01       8.209314e-05
     10              100       -2.28977128e-01       8.449095e-05
     20               50       -2.28977128e-01       8.023170e-05
     50               20       -2.28977128e-01       8.009734e-05
    100               10       -2.28977128e-01       8.311129e-05
    200                5       -2.28977128e-01       7.283440e-05
    300                3       -2.29002350e-01       7.091075e-05
    400                2       -2.29020950e-01       1.247620e-04
# Stocahstic error estimate: 8.449095e-05
#
