#
# Mean: -1.46041563e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.46041563e-02       1.465334e-07
      2              500       -1.46041563e-02       1.893241e-07
      5              200       -1.46041563e-02       2.516785e-07
     10              100       -1.46041563e-02       3.086174e-07
     20               50       -1.46041563e-02       3.608986e-07
     50               20       -1.46041563e-02       3.716071e-07
    100               10       -1.46041563e-02       3.824433e-07
    200                5       -1.46041563e-02       3.388257e-07
    300                3       -1.46039534e-02       2.241574e-07
    400                2       -1.46039843e-02       3.841721e-07
# Stocahstic error estimate: 3.716071e-07
#
