#
# Mean: -3.18399528e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18399528e-02       1.793066e-07
      2              500       -3.18399528e-02       2.382021e-07
      5              200       -3.18399528e-02       3.418752e-07
     10              100       -3.18399528e-02       4.394345e-07
     20               50       -3.18399528e-02       5.469192e-07
     50               20       -3.18399528e-02       5.387859e-07
    100               10       -3.18399528e-02       5.061941e-07
    200                5       -3.18399528e-02       4.055239e-07
    300                3       -3.18398589e-02       7.411853e-07
    400                2       -3.18396727e-02       2.820550e-08
# Stocahstic error estimate: 5.469192e-07
#
