#
# Mean: -7.98343189e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.98343189e-02       2.016506e-06
      2              500       -7.98343189e-02       2.441904e-06
      5              200       -7.98343189e-02       3.048069e-06
     10              100       -7.98343189e-02       3.474803e-06
     20               50       -7.98343189e-02       3.100913e-06
     50               20       -7.98343189e-02       3.531725e-06
    100               10       -7.98343189e-02       4.199452e-06
    200                5       -7.98343189e-02       4.164632e-06
    300                3       -7.98354122e-02       6.282539e-06
    400                2       -7.98326098e-02       9.009590e-06
# Stocahstic error estimate: 3.474803e-06
#
