#
# Mean: -8.23816395e-03
# Block size    # of blocks         Mean                Error
      1             1000       -8.23816395e-03       7.458248e-06
      2              500       -8.23816395e-03       9.025942e-06
      5              200       -8.23816395e-03       1.101307e-05
     10              100       -8.23816395e-03       1.179092e-05
     20               50       -8.23816395e-03       1.195415e-05
     50               20       -8.23816395e-03       1.253180e-05
    100               10       -8.23816395e-03       1.400467e-05
    200                5       -8.23816395e-03       1.845908e-05
    300                3       -8.23902646e-03       4.604804e-06
    400                2       -8.23426168e-03       2.005120e-05
# Stocahstic error estimate: 1.195415e-05
#
