#
# Mean: -2.44349613e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44349613e-02       4.556405e-08
      2              500       -2.44349613e-02       6.107505e-08
      5              200       -2.44349613e-02       8.865830e-08
     10              100       -2.44349613e-02       1.152733e-07
     20               50       -2.44349613e-02       1.440062e-07
     50               20       -2.44349613e-02       1.988361e-07
    100               10       -2.44349613e-02       1.577690e-07
    200                5       -2.44349613e-02       1.948414e-07
    300                3       -2.44350343e-02       1.333772e-07
    400                2       -2.44350393e-02       4.266833e-08
# Stocahstic error estimate: 1.988361e-07
#
