#
# Mean: 5.69016420e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69016420e-01       1.713246e-05
      2              500       5.69016420e-01       2.029528e-05
      5              200       5.69016420e-01       2.425003e-05
     10              100       5.69016420e-01       2.257224e-05
     20               50       5.69016420e-01       2.041458e-05
     50               20       5.69016420e-01       2.587556e-05
    100               10       5.69016420e-01       2.289064e-05
    200                5       5.69016420e-01       1.675284e-05
    300                3       5.69023388e-01       2.417982e-05
    400                2       5.69019190e-01       1.774829e-05
# Stocahstic error estimate: 2.425003e-05
#
